TESIS,TITULO,FECHA,RESUMEN,TIPO ARCHIVO,Idioma,TIPO TT,AUTOR1,AUTOR2,AUTOR3,AUTOR4,DIRECTOR1,DIRECTOR2,PALABRAS CLAVES 1,PALABRAS CLAVES 2,PALABRAS CLAVES 3,PALABRAS CLAVES 4,PALABRAS CLAVES 5,PALABRAS CLAVES 6,PALABRAS CLAVES 7,URL
Servicios_web_para_extraccion_de_entidades_desde_contenido_html_Piloto_en_sitios_con_recursos_abiertos_OCW_2014,Servicios web para extraccion de entidades desde contenido html Piloto en sitios con recursos abiertos OCW,2014,"Diseño e implementacion de una aplicacion y tres servicios web para la extraccion de entidades a partir de contenido HTML, alojados en un del Laboratorio De Tecnologias Avanzadas en la Web y SBC de la UTPL e implementados mediante Python. Con este trabajo se busca facilitar la extraccion de informacion clave dentro del contenido HTML y el enriquecimiento del mismo. Se desarrollaron tres servicios web para este fin: uno para descomponer el texto con la finalidad de etiquetar las palabras, un segundo para procesar las palabras etiquetadas y posteriormente extraer entidades y el contexto del que fueron tomadas, y un tercero para desambiguar y enlazar con la Dbpedia para enriquecer el contenido; los tres servicios han sido descritos con anotaciones semanticas, para que puedan permitir la interoperabilidad entre los servicios existentes. Al implementarse el piloto de este proyecto en sitios con recursos abiertos OCW, esta investigacion constituye un referente para futuros proyectos que se desarrollen a partir de la extraccion de entidades y el enriquecimiento de contenido.",PDF,es,Trabajo de Fin de Titulacion,Zaruma Sozoranga Jhonny Alonso,NULL,NULL,NULL,Piedra Pullaguari Nelson Oswaldo,NULL,Web,Servicios web,Recursos educativos abiertos,Web semantica,Ingeniero en sistemas informaticos,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=78278.titn.
Base_de_datos_de_configuracion_CMDB_manejo_de_la_configuracion(configuration_managemente)_2012,Base de datos de configuracion CMDB manejo de la configuracion(configuration managemente),2012,"El trabajo de tesis Base de datos de configuración CMDB (Configuration Management Data Base), es un proyecto basado en los conceptos de ITIL V3.0, Cobit y las mejores prácticas de la industria para la gestión de servicios de TI, el cual permite ser parte del logro de los objetivos y lograr una gestión eficiente de la administración de activos tecnológicos, basado en las recomendaciones de cómo crear o estructurar una CMDB. El trabajo permite diseñar, crear una aplicación WEB, una base de datos para el manejo de la configuración y evitar el uso de hojas electrónicas o información desperdigada por la organización. El producto nos da una guía sobre como agrupar la información de los productos disponibles, que es la consolidación de información en un solo repositorio, haciendo que tenga mucho sentido y valor en la administración de los activos tecnológicos.",PDF,es,bachelorThesis,Molestina Marin Matthew Fabian,NULL,NULL,NULL,Morocho Yunga Juan Carlos,NULL,Bases de datos,Programacion,Programas de computacion,Ingeniero en Sistemas Informaticos y Computacion,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/3014
Gestor_de_recursos_bibliograficos_para_los_centros_de_la_UTPL_utilizando_herramientas_sociales_y_mapas_de_conocimiento_mapas_del_conocimiento_GERBI_MAP_2012,Gestor de recursos bibliograficos para los centros de la UTPL utilizando herramientas sociales y mapas de conocimiento mapas del conocimiento GERBI MAP,2012,"El proyecto GERBI-MAP realiza la construcción de un aplicativo para la representación del conocimiento sobre un mapa geolocalizado de la información bibliográfica (Libros, Tesis, Multimedia y Guías.) de los centros universitarios de la Universidad Técnica Particular de Loja utilizando tecnologías semánticas, migrando de estructuras convencionales a representaciones en tripletas (RDF) y almacenados sobre un TripleStore que es accesible a través de una interfaz web.
 De esta forma el aplicativo GERBI-MAP está implementado en el servidor se puede decir que el aporte que el presente trabajo deja, se basa en la demostración de la posibilidad de migrar y visualizar datos en tripletas RDF de manera accesible y transparente para el usuario; además, la forma de comunicación entre un almacén de tripletas (Virtuoso) y una aplicación web.
 Considerando de esta manera al aplicativo GERBI-MAP como una demostración más de la usabilidad de datos enlazados en la red mediante el uso de los principios de Linked Data.",PDF,es,bachelorThesis,Vivanco Granda Marco Vinicio,NULL,NULL,NULL,Cueva Carrion Samanta Patricia,Rodriguez Morales Germania del Rocio,Recursos bibliograficos,Redes sociales,Informatica,NULL,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/3015
Incidencia_del_uso_de_tecnologias_en_las_actividades_academicas_sobre_el_rendimiento_academico_2012,Incidencia del uso de tecnologias en las actividades academicas sobre el rendimiento academico,2012,"Se busca recoger información que permita determinar si existe incidencia del uso de tecnologias en el rendimiento académico del estudiante. Se ha divido el proyecto en las
 siguientes etapas:
 1. Diseño de la investigación consta del diseño y refinamiento del instrumento de recogida dedatos.
 2. La información fue levantada de forma manual y registrada en un sistema de encuestas en línea que arroja los datos tabulados. Se ha levantado información de los usos de tecnología y calificaciones de estudiantes presenciales y se ha solicitado un reporte de promedios de calificaciones de estudiantes matriculados en el ano 2000.
 3. Se utilizó el software SPSS aplicando básicamente las técnicas de análisis clúster para agrupar a los estudiantes en función de sus hábitos de uso de internet y la técnica Jicuadrado para verificar las hipótesis.
 4. Se ha determinado que existe relación entre los perfiles de uso de Internet y los niveles de ingreso a las que pertenecen las familias de los estudiantes y que no existe relación entre el perfil de uso de Internet del estudiante y su rendimiento académico",PDF,es,bachelorThesis,Luna Vasquez Ruth Elizabeth,NULL,NULL,NULL,Abad Espinoza Marco Patricio,NULL,Educacion,Rendimiento academico,Ingeniero en informatica,NULL,NULL,NULL,NULL,http:/dspace.utpl.edu.ec/handle/123456789/3113
Sistema_de_gestion_de_servidores_publicos_para_el_area_de_recursos_humanos_de_la_Escuela_Superior_Militar_Eloy_Alfaro_en_la_ciudad_de_Quito_2012,Sistema de gestion de servidores publicos para el area de recursos humanos de la Escuela Superior Militar Eloy Alfaro en la ciudad de Quito,2012,"La presente tesis ha sido realizada con el objetivo de implementar el sistema de gestión de servidores públicos en la Escuela Militar Eloy Alfaro (ESMIL) en la ciudad de Quito. El desarrollo de mi proyecto se basa en el marco de trabajo MSF (Microsoft Solutions Framework) que incorpora las fases de visión planificación, desarrollo, estabilización e implementación. 
 
 El sistema producto de este trabajo de tesis beneficia a sus usuarios ya que reduce la carga operativa generada por la ejecución de procesos manuales que se generan en el área de Talento Humano, a su vez brinda bondades en cuanto al almacenamiento seguro de datos que otorga a las líneas de mando y gerenciales una información confiable que apoya a la toma de decisiones. 
 
 A lo largo del desarrollo del proyecto se generan documentos que dan formalismo a los aspectos, funcionales, de diseño, e implementación del software producto de este trabajo de tesis. 
 
 El sistema se concibe como una aplicación Web desarrollada sobre tecnología Microsoft .Net instalada en la infraestructura de servidores Intranet del centro de cómputo de la ESMIL.",PDF,es,bachelorThesis,Vivanco Maldonado David Alejandro,NULL,NULL,NULL,Jaramillo Hurtado Danilo Ruben,NULL,Procesamiento electronico de datos,Informatica,Software,Funcionarios publicos,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/3170
Aplicacion_de_las_Redes_de_Petri_en_el_dominio_del_cometimiento_de_hurto_en_supermercados_2012,Aplicacion de las Redes de Petri en el dominio del cometimiento de hurto en supermercados,2012,"La presente Tesis tiene como objetivo el Identificar patrones de comportamiento humano mediante Redes de Petri, en el dominio de personas que cometen hurto en supermercados.
 Se realizó un proceso de registro de eventos, consistió en solicitar a una persona que observe atentamente los vídeos y luego anote (etiquete) manualmente los eventos que en él se van sucediendo, todo esto durante el transcurso de una ventana temporal.
 En el presente trabajo, usando una Red de Petri, se modelará el comportamiento humano, con el fin de solventar los errores obtenidos por medio de visión artificial, por ello se observarán vídeos de hurto, se etiquetarán manualmente los estados generados por las personas vigiladas, se construirán secuencias con los estados registrados y por último se diseñarán las Redes de Petri para modelar el comportamiento.
 Como aporte final el resultado fue satisfactorio por lo que las Redes de Petri diseñadas en este trabajo han logrado modelar el comportamiento humano normal y sospechoso ya que los errores obtenidos con cada una de las redes son bajos en relación al número de vídeos observados.",PDF,es,bachelorThesis,Alverca Torres Gina Ximena,Valarezo Collahuazo Lucy Yessenia,NULL,NULL,Gomez Alvarado Hector Fernando,NULL,Redes de Petri,Ingeniero en informatica,,NULL,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/3217
Soporte_y_mejoramiento_de_procesos_informaticos_en_la_Universidad_Catolica_Boliviana_Chiquitos_UCBCh_2012,Soporte y mejoramiento de procesos informaticos en la Universidad Catolica Boliviana Chiquitos UCBCh,2012,"En esta investigación aplicada realizada en la Universidad Católica Boliviana – Chiquitos se desarrolló las siguientes actividades: diseño del sitio web www.ucbch.edu.bo, mediante la metodología de diseño centrado en usuario (DCU), elaboración y ejecución del plan de capacitación de educación continua para los cursos de Word, Excel, PowerPoint y Diseño gráfico dirigido a la planta docente y profesionales en formación de la UCB-Ch, tutorías de programación en Java para los estudiantes de Educación a Distancia (EaD), elaboración de documento de previsión de servidor que consiste en la solución de los problemas comunes del servidor de internet de la UCB-Ch para resolverlos con eficiencia, diseño gráfico vectorial de: papelería de la UCB-Ch (diplomas, carpetas), XIV Jornadas Internacionales de Misiones Jesuíticas, obra de teatro “El Cielo en la Tierra”, 263 Aniversario de San Ignacio de Velasco (afiche e invitaciones), 256 Aniversario de Santa Ana (invitaciones) y diseños de EaD (afiche y tríptico) para la difusión de las carreras, colaboración con la EaD en las evaluaciones presenciales a los estudiantes, difusión de las carreras de EaD en el stand que participó la UCB-Ch en la feria “Mujer Abriendo Senderos”.",PDF,es,bachelorThesis,Ayala Chauvin Marco Antonio,NULL,NULL,NULL,Cordova Erreis Carlos Gabriel,Cordova Erreis Carlos Gabriel,Procesos informaticos,Diseño de paginas web,Universidad Catolica Boliviana,Informatica,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/3227
Implementacion_del_sistema_academico_para_la_Unidad_Educativa_Experimental_Naval_Jambeli_de_la_ciudad_de_Machala_a_traves_de_una_plataforma_web_2012,Implementacion del sistema academico para la Unidad Educativa Experimental Naval Jambeli de la ciudad de Machala a traves de una plataforma web,2012,"La presente tesis tiene como objetivo la implementación del Sistema Académico para la Unidad Educativa Experimental Naval Jambelí de la ciudad de Machala, a través de una plataforma web. Este sistema fue diseñado aplicando los conceptos de la ingeniería de software, tomando como modelo prescriptivo el modelo de Proceso Unificado. La arquitectura de software que se utilizó fue el modelo en tres capas.
 En el diseño del sistema se plasmó el esquema general de software que incluyó el diseño de subsistemas, casos de uso de los subsistemas, diagramas de clases del diseño, diagramas de secuencia y diseño de la base de datos.
 La construcción del software se realizó bajo el lenguaje de programación Microsoft Visual Studio .Net 2008, la construcción de la base de datos en Microsoft SQL Server 2005 y el diseño de reportes se realizó en Crystal Report.
 Como parte de la evaluación del sistema se realizó un plan de pruebas el mismo que fue ejecutado con la colaboración de usuarios operadores y administradores. Finalmente una vez construido el software, este fue instalado, probado y evaluado su funcionalidad.",PDF,es,bachelorThesis,Avila Gallegos Cecilia Elizabeth,NULL,NULL,NULL,Jaramillo Hurtado Danilo Ruben,Jaramillo Hurtado Danilo Ruben,Educacion,Informatica,Aplicaciones de computacion,NULL,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/3288
Analisis_de_requerimientos_para_el_proyecto_Actualizacion_de_mejoras_y_refactoring_al_Sistema_de_Gestion_Academica_Syllabus_de_la_UTPL_2012,Analisis de requerimientos para el proyecto Actualizacion de mejoras y refactoring al Sistema de Gestion Academica Syllabus de la UTPL,2012,"El análisis de requerimientos en proyectos de software es una de las tareas mas críticas cuyo resultado determina en mucho el éxito del producto. En este trabajo se realiza una valoración de dicha tarea en el marco del proyecto Syllabus Refactoring; enfocado en dos aspectos: 1.- exponer el análisis de sistemas realizado dentro de proceso de construcción del producto 2.- realizar una valoración de la estrategia de análisis aplicada. Para ello se expone en detalle el proceso de desarrollo y en particular de análisis, definido y aplicado en el proyecto; la concepción propuesta para el nuevo producto y los artefactos de análisis generados; luego se realiza una valoración de los resultados obtenidos, en consideración a las expectativas de tiempo, alcance y calidad esperados. Finalmente se exponen algunas conclusiones basadas de la experiencia adquirida en el desarrollo del trabajo y otras consideraciones que el autor recomienda observar en futuros proyectos.",PDF,es,bachelorThesis,Encalada Encalada Angel Eduardo,NULL,NULL,NULL,Piedra Pullaguari Nelson Oswaldo,NULL,Programas para computadores,Syllabus refactory,Arquitectura,Ingeniero en Informatica,Syllabus,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/3422
Aplicacion_de_asistencia_de_usuarios_del_transporte_publico_a_traves_de_una_aplicacion_Web_2012,Aplicacion de asistencia de usuarios del transporte publico a traves de una aplicacion Web,2012,"El Municipio del Distrito Metropolitano de Quito, ante el creciente parque automotor y los problemas actuales de movilidad, impulsa la implementación de un nuevo modelo de movilidad que busca corregir los vicios del pasado y revertir las tendencias en la movilización.
 Entre sus objetivos están, incrementar la cantidad y calidad del transporte público, garantizar la conectividad atendiendo las zonas de crecimiento. 
 Una de sus líneas estratégicas es recuperar la preferencia del ciudadano por el transporte colectivo e incentivar un uso racional del vehículo liviano, que mediante la medida “pico y placa” ha tenido un éxito relativo reduciendo el uso del trasporte privado pero aumentando el uso de taxis.
 En base a esto, la tesis propone el desarrollo de una aplicación Web que proporcione información útil, gráfica y organizada sobre el transporte público que además de apoyar al nuevo modelo podría favorecer a que un mayor número de ciudadanos puedan cambiar sus preferencias y adoptar medios colectivos de transporte.",PDF,es,bachelorThesis,Andrade Hurtado Alejandro Patricio,NULL,NULL,NULL,Torres Guarnizo Diana Alexandra,Jaramillo Hurtado Danilo Ruben,Aplicaciones Web,Asistencia al usuario,Informatica,Transporte,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/3779
Reingenieria_de_procesos_de_la_Gerencia_de_Informacion._Tecnologia_y_Telecomunicaciones_del_operador_del_Aeropuerto_Internacional_de_Quito_2012,Reingenieria de procesos de la Gerencia de Informacion. Tecnologia y Telecomunicaciones del operador del Aeropuerto Internacional de Quito,2012,"El presente trabajo tiene como principal objetivo rediseñar los procesos de: soporte técnico, mantenimiento de la infraestructura tecnológica y gestión de proyectos tecnológicos de la Gerencia de Información Tecnología y Telecomunicaciones (Gerencia de ITT) de ADC & HAS MANAGEMENT, la empresa operadora del Aeropuerto Internacional de Quito, según las mejores prácticas recomendadas por las metodologías COBIT, ITIL y CMM, a fin de satisfacer las necesidades y expectativas de sus clientes y usuarios para lograr la optimización del uso de recursos garantizando niveles de servicio adecuados y orientando al giro del negocio que es la operación de aeropuertos.
 
 Se realiza una reseña de la organización de la empresa y concretamente de la Gerencia de ITT, recopilándose mediante un catálogo de servicios todas las prestaciones proporcionadas por la misma. Se determina un conjunto de reglas que analizan el estado de desarrollo de los procesos identificados; y se propone un modelo que asegure el cumplimiento de niveles adecuados de servicios. Se presenta la documentación del modelo propuesto mediante formularios como lo indican las mejores prácticas, culminándose con la presentación de conclusiones y recomendaciones.",PDF,es,bachelorThesis,Gomez Reyes Aida Germania,NULL,NULL,NULL,Jara Roa Dunia Ines,NULL,Gerencia de informacion,Reingenieria de procesos,Informatica,NULL,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/3782
Publicacion_de_datos_universitarios_enlazados_observando_los_principios_de_Linked_Data_2012,Publicacion de datos universitarios enlazados observando los principios de Linked Data,2012,"En el mundo globalizado que nos encontramos, la búsqueda de información debe ser rápida y eficiente, con el continuo avance de la ciencia y tecnología tenemos a nuestro alcance la red más grande del mundo, donde navegar en el cyber espacio nos conlleva a gran volumen de información sea ésta importante o no, esta aglomeración provoca en el usuario saturación y confusión, es ahí donde se ha detectado un gran problema; se puede decir el más importante de la web, como es el de la búsqueda de información concreta y específica.
 Este problema se debe a que los computadores no entienden las páginas web, sino que sólo las muestran. Linked Data es una iniciativa que vincula datos globalmente, presentándolos en un formato entendible tanto por humanos como por ordenadores.
 El desarrollo de componentes de este proyecto de Tesis permitirá publicar datos en formato RDF, entendible por máquinas sobre: Aspectos académicos y de organización de universidades ecuatorianas como también la oferta académica ECTS de UTPL.",PDF,es,bachelorThesis,Calva Cumbicus Rosa Alba,NULL,NULL,NULL,Piedra Pullaguari Nelson Oswaldo,NULL,Linked Data,Web Semantica,RDF,Ingeniero en Informatica,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/4064
Diseño_de_la_red_de_area_local_de_la_Universidad_Tecnica_Particular_de_Loja_extension_Cariamanga_basado_en_el_modelo_Jerarquico_de_tres_capas_2013,Diseño de la red de area local de la Universidad Tecnica Particular de Loja extension Cariamanga basado en el modelo Jerarquico de tres capas,2013,"El trabajo de tesis realiza el diseño del modelo Jerárquico de tres capas para la red del centro universitario Cariamanga basado en los principios fundamentales de cómo crear una red jerárquica, utilizando al Packet Tracer como herramienta de simulación. El diseño propuesto soluciona la falta de rendimiento además de los problemas asociados con los entornos crecientes de redes. Une las redes actuales del centro universitario para mejorar su organización, administración, escalabilidad, disponibilidad etc, también nos muestra cómo puede mejorar el rendimiento de la red segmentándola en vlans de acuerdo a las áreas existentes de la institución.
 El trabajo propone como complemento la implementación de un NOC (Centro de Control de Operaciones de la Red), el mismo que permite identificar los problemas que se presenten en la red de forma inmediata utilizando los sistemas de monitoreo Cacti y WhatsUp, a través de las diferentes alarmas que estos envían con la finalidad de solucionarlos en el menor tiempo posible.",PDF,es,bachelorThesis,Torres Torres Andrea Cecilia,NULL,NULL,NULL,Jaramillo Campoverde Byron Gustavo,NULL,Redes informaticas,Internet,Ingeniero en informatica,NULL,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/4254
Identificacion_de_patrones_utilizando_modelos_ocultos_de_Markov_2012,Identificacion de patrones utilizando modelos ocultos de Markov,2012,"De acuerdo a estos resultados que sirven como entradas en el entorno de Matlab se procedió a realizar las simulaciones correspondientes para cada estado y conocer el número de alertas y/o alarmas que se generan dado el aparecimiento de un conjunto de estados.
 Como aporte final el resultado fue satisfactorio ya que se identificó patrones que representan el comportamiento sospechoso de las personas a través del modelo propuesto.",PDF,es,bachelorThesis,Balcazar Jumb Paola de Jesus,Godoy Maza Viviana Marisol,NULL,NULL,Gomez Alvarado Hector Fernando,NULL,Comportamiento humano,Probabilidades,Informatica,NULL,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/4629
Implementacion_de_BPM_como_herramienta_de_integracion_y_administracion_de_una_organizacion_2011,Implementacion de BPM como herramienta de integracion y administracion de una organizacion,2011,"Esta nueva rama de la tecnología tiene como objeto la mejora continua en el desempeño de los procesos de negocio a través de la implementación de herramienta de integración y administración de trabajo, es un enfoque sistemático para la mejorar el proceso de negocios de las organizaciones a través de la colaboración entre las áreas de administración y tecnología de la información",PDF,es,bachelorThesis,Rodriguez Zurita Elvia del Pilar,NULL,NULL,NULL,Cabrera Silva Armando Augusto,NULL,Sistemas Operativos,Negocios,Sistemas de computador,Ingeniero en Informatica,Tecnologia,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/5467
Diseño_de_un_proveedor_de_servicio_de_internet_inalambrico_2010,Diseño de un proveedor de servicio de internet inalambrico,2010,NULL,PDF,es,bachelorThesis,Gonzalez Solozano Jorge Augusto,NULL,NULL,NULL,Cordova Erreis Carlos Gabriel,NULL,Ingenieria de comunicaciones,Fisica aplicada,Informatica,Tecnologia Wireless,Wisp,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/5482
GUIA_DE_GTI_2013,GUIA DE GTI,2013,"Gestión de Tecnologías de Información, es un componente educativo troncal de la titulación de Ingeniería en Informática en la Modalidad Abierta y a Distancia de la UTPL perteneciente al noveno ciclo de estudios, la misma que tiene una valoración de cuatro créditos académicos.
 El aprendizaje de Gestión de Tecnologías de Información es muy importante durante la vida profesional de un Ingeniero en Informática, ya que conlleva transformar tareas rutinarias a tareas automatizadas, de igual forma le permitirá gestionar procesos, enfocados en alinear los servicios de TI proporcionados con las necesidades de las empresas, poniendo énfasis en los beneficios que puede percibir el cliente final. 
 El profesional de Ingeniería en Informática podrá proporcionar una adecuada gestión de la calidad, aumentar la eficiencia, alinear los procesos de negocio y la infraestructura TI reduciendo los riesgos asociados a TI tanto en instituciones públicas como privadas esto soportado bajo las bases de la Arquitectura Empresarial.
 Por ello el propósito que se persigue con el componente educativo es desarrollar las competencias básicas y necesarias para que el alumno esté en capacidad de analizar y comprender problemas que involucren temas de Gestión de Tecnologías de Información tanto en empresas del sector público y privado.
 El componente educativo de Gestión de Tecnologías de Información contempla seis unidades las mismas que se distribuyen en dos bimestres de estudio. En el primer bimestre se estudiará: Generalidades y conceptualizaciones de la Gestión de Tecnologías de la Información y Arquitectura Empresarial (AE), Estructura, Cultura Empresarial, Valor y Riesgos de la creación de la Arquitectura Empresarial (AE).
 En el segundo bimestre se analizará la Implementación de metodologías, análisis documentación de Frameworks, Componentes y Artificios de la AE en un enfoque para la Gestión de Tecnologías de Información. 
 Para culminar expresamos a usted, los mejores deseos porque en el transcurso de su formación, obtenga la meta que se ha fijado.",PDF,es,bachelorThesis,Quezada Pablo,NULL,NULL,NULL,Quezada Pablo,NULL,GTI,Tecnologia,Arquitectura,SOFTWARE,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/7717
Implementacion_de_un_CRM_en_la_empresa_Baterias_Ecuador_2014,Implementacion de un CRM en la empresa Baterias Ecuador,2014,"Al observar detenidamente un CRM podremos concluir que está orientado a satisfacer las necesidades que tiene el cliente, esto es en el momento actual como a futuro, anticipándonos a la compra y sugiriendo productos que podrían satisfacer plenamente sus necesidades, por otro lado recordemos que es más fácil retener un cliente que conseguir uno nuevo.
 El CRM no es una herramienta milagrosa ni que camine por sí sola, como toda herramienta, requiere que la información que le suministremos sea de calidad, que sea actualizada y veraz, sólo así tendremos una gran probabilidad de retener a nuestros clientes e incrementar nuestra cartera, suministrando productos de calidad hechos a la medida, en un tiempo de entrega adecuado.
 Por lo general todo CRM al igual que otras herramientas requiere ser personalizado de acuerdo a las necesidades de cada empresa, en este caso ha sido personalizado para Baterías Ecuador.",PDF,es,bachelorThesis,Flores Garnica Luis Eduardo,NULL,NULL,NULL,Morocho Yunga Juan Carlos,Montaño Obaco Viviana Raquel,Administracion de empresas,Atencion al cliente,Informatica,NULL,NULL,NULL,NULL,http:/dspace.utpl.edu.ec/handle/123456789/8368
Aplicacion_de_mundos_virtuales_en_3D_para_la_modalidad_abierta_de_la_Universidad_Tecnica_Particular_de_Loja_2014,Aplicacion de mundos virtuales en 3D para la modalidad abierta de la Universidad Tecnica Particular de Loja,2014,"En el presente trabajo se realiza la implementación de un mundo virtual que permita potenciar el aprendizaje de los estudiantes, por lo que se diseñó y construyó del Mundo UTPL en 3D, dotándolo de la siguiente infraestructura: sala de clases, videoconferencias, debates y sala jurídica, debidamente amoblados, con la ayuda de la herramienta OpenSimulador, la que permite diseñar entornos virtuales, teniendo como característica principal la inmersión y comunicación, creando emociones y aprendizaje significativo como si estuviera en la vida real; además, se ha utilizado herramientas como Sloodle que ha permitido integrar las actividades del Entorno Virtual de Aprendizaje y el Mundo Virtual; así mismo, el visor Imprudence que permitirá el desenvolvimiento de las personas por medio de avatares. Para la implementación del mundo virtual, se seleccionó el componente académico de Derecho Laboral de la carrera de Abogacía, creando objetos jurídicos (general, historial, código laboral, código penal, código civil), que permiten recrear un ambiente jurídico, considerando la doctrina para la correcta ejecución de la práctica, disponiendo de una sala de juicios.",PDF,es,bachelorThesis,Juca Aulestia Jose Marcelo,NULL,NULL,NULL,Agila Palacios Martha Vanessa,NULL,Aplicaciones Web,Realidad virtua,Informatica,NULL,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/10143
Propuesta_de_Sistema_de_Apoyo_al_Aprendizaje_(SAPA)_aplicado_a_las_materias_de_Inteligencia_Artificial_y_Arquitectura_de_Computadores_que_se_dictan_en_la_Titulacion_de_Ingenieria_en_Informatica_en_la_modalidad_de_estudios_a_distancia_de_la_Universidad_Tecnica_Particular_de_Loja_2014,Propuesta de Sistema de Apoyo al Aprendizaje (SAPA) aplicado a las materias de Inteligencia Artificial y Arquitectura de Computadores que se dictan en la Titulacion de Ingenieria en Informatica en la modalidad de estudios a distancia de la Universidad Tecnica Particular de Loja,2014,"En este trabajo de tesis se analiza el avance actual y aplicaciones de los Sistemas de Ayuda, Sistemas Recomendadores y Asistentes Personales, como base para desarrollar una propuesta de Sistema de Apoyo al Aprendizaje, que se podría aplicar sobre la actual plataforma informática que soporta los procesos de enseñanza on-line del Entorno Virtual de Aprendizaje (EVA), desarrollado en Moodle, para las asignaturas de Inteligencia Artificial (9no. Ciclo) y Arquitectura de Computadores (5to. Ciclo), de la Titulación de Ingeniería en Informática, de la Modalidad Abierta y a Distancia (MAD) de la Universidad Técnica Particular de Loja (UTPL).
 Se realizó un cuidadoso análisis de las más útiles ayudas y recomendaciones on-line para esas asignaturas de acuerdo a las actuales condiciones de estudios a distancia de la UTPL y a sus temas. Se implementó una simulación en línea para ensayar y probar esta propuesta de sistema dentro de un EVA particular, que determina mediante un Test de Estilo de Aprendizaje, la posible Ruta de e-Aprendizaje personalizada (secuencia semanal de Objetos de Aprendizaje) que deberá seguir cada alumno a lo largo de un semestre.",PDF,es,bachelorThesis,Jaramillo Galarraga Boris Vladimiro,NULL,NULL,NULL,Gomez Alvarado Hector Fernando,Valdiviezo Diaz Priscila Maricela,Inteligencia artificial,Sistemas de aprendizaje,Ingeniero en informatica,Software,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/10897
Sistema_web_para_automatizar_la_practica_de_Gestion_del_Conocimiento_Brainstorming_orientado_a_recompensas_2014,Sistema web para automatizar la practica de Gestion del Conocimiento Brainstorming orientado a recompensas,2014,"En el presente trabajo se investiga sobre la Gestión del Conocimiento (GC) en las empresas y diferentes estilos de dirección, profundizando en la práctica de GC brainstorming, con el fin de establecer las bases teóricas para el desarrollo del Sistema Web para gestión del conocimiento (sugerencias o ideas) orientado a recompensas. Para su confección se analizan diferentes algoritmos implementados en sistemas web que automatizan la gestión de ideas y se analizan criterios recogidos en encuestas aplicadas. Las encuestas están dirigidas a seleccionar dentro de un conjunto de características, aquellas que el encuestado considera necesarias para ser implementadas en el sistema web propuesto en esta investigación.",PDF,es,bachelorThesis,Noboa Veloz Washington Giovanny,NULL,NULL,NULL,Benitez Hurtado Segundo Raymundo,NULL,Gestion del conocimiento,Tecnologia de la informacion,Ingeniero en informatica,Software,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/10898
Diseño_de_una_arquitectura_de_red_segura_para_SISCOMIN_CIA_LTDA_2015,Diseño de una arquitectura de red segura para SISCOMIN CIA LTDA,2015,"La propuesta de una Arquitectura de Red Segura, se basa en función a los requerimientos de la
 empresa SISCOMIN Cía, tomando en cuenta: flujo de datos, instalaciones físicas, equipos que
 conforman la red, personal autorizado y no autorizado que accede a la red, usuarios internos y
 externos.
 La información vertida en esta tesis no es solamente teórica, sino que representa en gran
 porcentaje información real que se la ha recopilado durante la vida institucional de la empresa.
 Esta tesis recoge un nuevo diseño topológico, que permitirá asegurar los activos de la red, así
 como la implementación de un cableado estructurado, aplicando normas y estándares exigidos
 para tal fin, optimizando la calidad del proceso de envío y recepción de datos y mejorando la
 comunicación, eliminando la existencia de puntos muertos, cableado improvisado, crecimiento
 indiscriminado de cables.
 Actualmente la empresa está creciendo con gran rapidez y era necesaria una infraestructura
 confiable y versátil, que permita una mejor administración, tanto de la información como de
 todos los recursos que soporta la red de computadoras, lo que se ha logrado con el trabajo
 desarrollado.",PDF,es,bachelorThesis,Flores Galarza Hugo Cesar,NULL,NULL,NULL,Enciso Quispe Liliana Elvira,NULL,Seguridad de computadores,Arquitectura de red,organizacion empresarial,Ingeniero en Informatica,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/12611
